cod_id,http_status,stage_failed,reject_detail,n_blocks,n_sites,n_sites_primitive,volume_a3,is_ordered,formula_declared,formula_parsed,max_z,min_nn_dist_a,contains_carbon,n_parser_warnings,survived
1528585,200,,,1,28,28,330.2627,True,Ca O4 Sc2,Ca4 Sc8 O16,21,2.0667,False,0,True
1528625,200,ordered,partial or mixed site occupancy,1,10,,118.6236,False,,Ba1 Eu1 Fe2 O5.007,63,,False,0,False
1528723,200,,,1,112,56,1600.9851,True,Nb2 O5,Nb32 O80,41,1.6339,False,0,True
1528785,200,ordered,partial or mixed site occupancy,1,24,,314.7837,False,,Nd4 W4 N3.8 O12.2,74,,False,0,False
1528837,200,,,1,24,24,321.3394,True,O4 Pb S,Pb4 S4 O16,82,1.4173,False,0,True
1529121,200,,,1,124,124,2731.8006,True,Cl14 Cs2 H6 Mo6 O3,Cs8 Mo24 H24 Cl56 O12,55,0.971,False,0,True
1529158,200,,,1,40,40,1059.6843,True,Br4 Cs2 Re6 S8,Cs4 Re12 S16 Br8,75,2.4013,False,0,True
1529301,200,,,1,74,74,652.7949,True,C13 H18 N3 O3,H36 C26 N6 O6,8,0.875,True,0,True
1529304,200,size_within_limit,288 sites > 150,1,288,,2640.155,True,C9 H12 O3,H144 C108 O36,8,0.9101,True,0,False
1529608,200,ordered,partial or mixed site occupancy,1,84,,1086.5439,False,,Na12.04 Zr8 Si8.04 P3.96 O48,40,,False,1,False
1530045,200,,,1,12,4,395.7079,True,Eu2 I P,Eu6 P3 I3,63,2.9858,False,0,True
1530133,200,ordered,partial or mixed site occupancy,1,64,,1540.3987,False,,Sn4 Sb8.16 Pb15.84 S36,82,,False,0,False
1530340,200,ordered,partial or mixed site occupancy,1,16,,210.4067,False,,Y4 Ge1 O8 F2,39,,False,1,False
1530353,200,,,1,26,26,378.8468,True,Ba2 O8 Si2 Ti,Ba4 Ti2 Si4 O16,56,1.604,False,0,True
1530432,200,ordered,partial or mixed site occupancy,1,140,,2711.0584,False,,Cu31.6 P48 I32,53,,False,1,False
1530456,200,,,1,24,24,303.9381,True,La O4 P,La4 P4 O16,57,1.5239,False,0,True
1530496,200,,,1,72,72,942.3538,True,Ge Na2 O5 Zr,Na16 Zr8 Ge8 O40,40,1.6433,False,0,True
1530525,200,ordered,partial or mixed site occupancy,1,411,,5342.2865,False,,Bi12 Sb36 P72 O288,83,,False,0,False
1530603,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,60,,978.5543,True,C2 H18 Ce2 N4 O19 S3,Ce4 C4 S6 N8 O38,58,,True,1,False
1530649,200,,,1,108,36,1359.3141,True,Na O12 P3 Ti2,Na6 Ti12 P18 O72,22,1.5007,False,0,True
1530831,200,,,1,28,28,925.8169,True,Br9 Cs3 Mo2,Cs6 Mo4 Br18,55,2.5591,False,1,True
1531143,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
1531610,200,,,1,96,96,1037.2256,True,Al Br3 H15 N5,Al4 H60 Br12 N20,35,0.602,False,0,True
1531618,200,ordered,partial or mixed site occupancy,1,88,,1137.2067,False,,Na8 Sr8 Mg16 F56,38,,False,0,False
1531740,200,ordered,partial or mixed site occupancy,1,13,,192.8105,False,,Sc1 Mn6 Ga0.34 Ge5.66,32,,False,1,False
1531886,200,,,1,124,62,1194.0127,True,Al H12 N3 O15,Al4 H48 N12 O60,13,0.8263,False,0,True
1532373,200,ordered,partial or mixed site occupancy,1,14,,184.6145,False,,Sr0.668 La3.332 Ni2 O8,57,,False,0,False
1532374,200,,,1,21,21,252.5596,True,Ni12 P7 Sc2,Sc2 Ni12 P7,28,2.178,False,1,True
1532532,200,ordered,partial or mixed site occupancy,1,12,,227.9872,False,,Sc2.4 Ti1.6 Ni4 Sn4,50,,False,0,False
1532560,200,,,1,24,12,334.5887,True,Ga O4 P,Ga4 P4 O16,31,1.4919,False,0,True
1532764,200,ordered,partial or mixed site occupancy,1,32,,739.2292,False,,Co8 Sb23.28 Te0.72,52,,False,0,False
1532845,200,ordered,partial or mixed site occupancy,1,112,,1421.7997,False,,V12 Bi24 O66,83,,False,0,False
1533064,200,ordered,partial or mixed site occupancy,1,44,,523.7609,False,,Ca10 P6 O24.4 F1.6,20,,False,2,False
1533161,200,ordered,partial or mixed site occupancy,1,6,,119.3773,False,,Tm2 Cu2.48 Ge1.52,69,,False,1,False
1533522,200,ordered,partial or mixed site occupancy,1,84,,930.6346,False,,K2.204 Ba1.272 Na0.524 Al12.408 Fe0.112 Si11.48 H8 O48,56,,False,1,False
1533599,200,,,1,14,14,192.9319,True,Co2 Na6 O6,Na6 Co2 O6,27,1.7902,False,0,True
1533776,200,ordered,partial or mixed site occupancy,1,26,,313.2381,False,,Ce2 Si7.112 Rh12,58,,False,1,False
1533781,200,ordered,partial or mixed site occupancy,1,56,,567.5402,False,,Li4 Mg8 Mn12 O32,25,,False,0,False
1534190,200,,,1,28,28,422.747,True,F5 Tl Zr,Zr4 Tl4 F20,81,1.9951,False,0,True
1534216,200,,,1,20,20,237.2196,True,C H N2 Na,Na4 H4 C4 N8,11,0.8958,True,0,True
1534341,200,,,1,32,16,554.0424,True,F5 K2 Sb,K8 Sb4 F20,51,2.022,False,0,True
1534583,200,ordered,partial or mixed site occupancy,1,2016,,34741.4227,False,,K121.6 Na22.4 P32 Pd4.8 W299.2 O1448,74,,False,1,False
1534585,200,ordered,partial or mixed site occupancy,1,2752,,34298.9617,False,,K112 Na144 P32 H124.48448 Pt8 W288 O1436.64,78,,False,1,False
1534641,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,36,,946.7129,True,Cl4 H6 O3 Sn2,Sn8 Cl16 O12,50,,False,1,False
1534732,200,ordered,partial or mixed site occupancy,1,82,,958.0734,False,,Ce8 Ni38.88 P24,58,,False,0,False
1534759,200,,,1,22,22,271.4053,True,Ir N6 Na3 O12,Na3 Ir1 N6 O12,77,1.1809,False,0,True
1534870,200,,,1,36,12,426.5284,True,C B2 Ce,Ce9 B18 C9,58,1.4802,True,0,True
1534909,200,geometry_sane,two atoms 0.141 A apart,1,112,,1108.9662,True,H6 Li Mo N O5,Li8 Mo8 H48 N8 O40,42,0.1406,False,0,False
1534997,200,,,1,84,84,922.2619,True,Ag H8 N7 O2 P2 S,Ag4 P8 H32 S4 N28 O8,47,0.8054,False,0,True
1535190,200,,,1,48,48,1595.0343,True,K Pr3 Te8,K4 Pr12 Te32,59,2.8253,False,0,True
1535298,200,ordered,partial or mixed site occupancy,1,2584,,46164.7719,False,,K32 Na152 Cu112 Si32 W288 Cl8 O1562,74,,False,0,False
1535396,200,,,1,28,14,576.1385,True,Ir2 Si2 Sm3,Sm12 Si8 Ir8,77,2.4493,False,0,True
1535435,200,ordered,partial or mixed site occupancy,1,99,,906.639,False,,Mg2.8248 Al30.1752 Cd2.907 O51,48,,False,0,False
1535533,200,ordered,partial or mixed site occupancy,1,46,,1684.458,False,,Cs6 Tb14 Te24,65,,False,0,False
1535547,200,,,1,108,108,1396.4259,True,As2 Ca F18 H6,Ca4 As8 H24 F72,33,1.0177,False,0,True
1535629,200,,,1,84,42,675.4442,True,Cu F4 H12 N2 O2,Cu4 H48 N8 O8 F16,29,0.691,False,0,True
1536105,200,ordered,partial or mixed site occupancy,1,608,,14348.8893,False,,Al9.92 Si157.44 O367.68,14,,False,0,False
1536142,200,ordered,partial or mixed site occupancy,1,30,,698.5596,False,,In3.996 P6 Se18,49,,False,0,False
1536152,200,,,1,20,20,453.1815,True,P2 S6 Sn2,Sn4 P4 S12,50,2.0111,False,0,True
1536178,200,,,1,20,20,466.3735,True,Eu2 P2 S6,Eu4 P4 S12,63,2.0126,False,0,True
1536342,200,ordered,partial or mixed site occupancy,1,20,,156.1735,False,,K2.04 Mn3.76 O8,25,,False,1,False
1536376,200,ordered,partial or mixed site occupancy,1,80,,1082.781,False,,Ba8 Ca4 Ga8 Cu4 F56,56,,False,0,False
1536394,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,30,,474.6371,True,H7 Mn2 Mo2 N O10,Mn4 Mo4 N2 O20,42,,False,1,False
1536821,200,ordered,partial or mixed site occupancy,1,94,,712.122,False,,Tb12 Al8 Ni24 H1.118,65,,False,1,False
1536858,200,,,1,48,12,1017.1977,True,Re4 S4 Te4,Re16 Te16 S16,75,2.3787,False,0,True
1536864,200,,,1,14,14,253.1824,True,Mn Na2 O4,Na4 Mn2 O8,25,1.6564,False,1,True
1536975,200,,,1,70,35,1475.9322,True,Ce4 In21 Pd10,Ce8 In42 Pd20,58,2.6937,False,0,True
1537276,200,,,1,12,6,175.2095,True,P2 W,P8 W4,74,2.1921,False,0,True
1537523,200,size_within_limit,224 sites > 150,1,224,,5599.0116,True,Ca Ga2 Se4,Ca32 Ga64 Se128,34,2.2824,False,0,False
1537908,200,,,1,24,6,437.4183,True,Hf W2,Hf8 W16,74,2.6838,False,0,True
1538091,200,,,1,4,4,133.4328,True,In La3,La3 In1,57,3.6133,False,0,True
1538118,200,ordered,partial or mixed site occupancy,1,92,,897.6059,False,,K0.4 Na4.8 Li0.5 Ca0.3 Mg6.8 Al0.2 Fe2.5 Si16 H3.2 O47.2 F0.8,26,,False,0,False
1538471,200,ordered,partial or mixed site occupancy,1,48,,699.2276,False,,Zn6.03 Mo6 N3 O30,42,,False,1,False
1538614,200,,,1,96,96,876.7423,True,Li7 N4 Ni,Li56 Ni8 N32,28,1.9064,False,0,True
1538655,200,ordered,partial or mixed site occupancy,1,14,,215.4794,False,,V5.44 S8,23,,False,0,False
1538659,200,,,1,26,26,478.0138,True,Mn Nb4 S8,Mn2 Nb8 S16,41,2.422,False,1,True
1538816,200,,,1,4,4,77.2334,True,Ir Sn,Sn2 Ir2,77,2.6947,False,1,True
1538829,200,ordered,partial or mixed site occupancy,1,2,,53.8248,False,,In1.74 Pb0.26,82,,False,0,False
1538934,200,,,1,6,6,62.267,True,O2 Rh,Rh2 O4,45,1.949,False,0,True
1539015,200,ordered,partial or mixed site occupancy,1,2,,29.1468,False,,Nb0.34 Ru1.66,44,,False,1,False
1539240,200,,,1,10,5,134.9803,True,Hf Ni2 Si2,Hf2 Si4 Ni4,72,2.2253,False,0,True
1539309,200,,,1,8,2,206.4251,True,Nd Se,Nd4 Se4,60,2.955,False,0,True
1539336,200,,,1,28,14,559.9652,True,P4 Pa3,Pa12 P16,91,2.8498,False,0,True
1539580,200,,,1,28,28,295.3264,True,O9 Ti5,Ti10 O18,22,1.7612,False,0,True
1539590,200,ordered,partial or mixed site occupancy,1,80,,1207.4393,False,,Dy22.4 Y9.6 O48,66,,False,0,False
1539607,200,,,1,60,60,902.3503,True,Mo4 O11,Mo16 O44,42,1.7363,False,0,True
1539639,200,,,1,66,22,2535.3053,True,Br6 Pb Rb4,Rb24 Pb6 Br36,82,3.0052,False,0,True
1539700,200,,,1,60,30,713.479,True,F4 Hf,Hf12 F48,72,2.0427,False,0,True
1539756,200,ordered,partial or mixed site occupancy,1,16,,193.7165,False,,Mn5.998 Fe4.002 Si6,26,,False,1,False
1540132,200,,,1,6,6,67.7282,True,B2 Co3 Sm,Sm1 Co3 B2,62,2.102,False,1,True
1540447,200,ordered,partial or mixed site occupancy,1,176,,1458.1376,False,,Ca4 H39.16 C58.864 S4 O24,20,,True,0,False
1540491,200,size_within_limit,880 sites > 150,1,880,,7575.7687,True,C20 H32 O3,H512 C320 O48,8,,True,1,False
1540575,200,ordered,partial or mixed site occupancy,1,24,,313.7749,False,,Ca1 Gd2 Mo4 O16,64,,False,0,False
1540582,200,ordered,partial or mixed site occupancy,1,248,,2276.6237,False,,H96 C107 N4 O8 F12,9,,True,0,False
1540732,200,,,1,54,54,534.7044,True,C30 H22 N2,H22 C30 N2,7,0.929,True,0,True
1540877,200,,,1,4,4,102.8321,True,Tl3 Y,Y1 Tl3,81,3.3128,False,0,True
1540917,200,ordered,partial or mixed site occupancy,1,12,,945.9344,False,,Nd4 Si7.28,60,,False,0,False
1541260,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,48,,753.3592,True,Cd H4 O9 Se2,Cd4 Se8 O36,48,,False,1,False
1541280,200,size_within_limit,160 sites > 150,1,160,,4041.5797,True,Pb5 S11 Sb4,Sb32 Pb40 S88,82,2.3794,False,0,False
1541289,200,,,1,56,56,1457.1903,True,In S4 Si Tl,Tl8 In8 Si8 S32,81,2.1111,False,0,True
1541586,200,ordered,partial or mixed site occupancy,1,90,,862.6763,False,,Na2 V8.98 Mo1.02 H36 N4 O38,42,,False,1,False
1541630,200,ordered,partial or mixed site occupancy,1,8,,70.9579,False,,Li2 Ti2 O4,22,,False,0,False
1541658,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,108,,1636.9983,True,H4 K4 O18 S4 Th,K16 Th4 S16 O72,90,,False,1,False
1541738,200,ordered,partial or mixed site occupancy,1,170,,2472.0562,False,,K1.32 Ca3.92 Fe6 Mo16 As4 O109.52,42,,False,1,False
1541876,200,size_within_limit,188 sites > 150,1,188,,2364.2978,True,Ba4 O30 Ti13,Ba16 Ti52 O120,56,1.7885,False,0,False
1541941,200,,,1,22,22,855.5165,True,C2 Cs2 I12 Pr6,Cs2 Pr6 C2 I12,59,1.39,True,0,True
1542101,200,ordered,partial or mixed site occupancy,1,16,,361.9938,False,,Cs4 C4 N4 O4,55,,True,0,False
1542144,200,,,1,5,5,58.8639,True,Fe La O3,La1 Fe1 O3,57,1.945,False,0,True
1542706,200,,,1,132,132,1322.4475,True,C12 H14 N2 O5,H56 C48 N8 O20,8,0.9293,True,0,True
1542799,200,size_within_limit,464 sites > 150,1,464,,4569.7468,True,C27 H22 N2 O7,H176 C216 N16 O56,8,,True,0,False
1542920,200,ordered,partial or mixed site occupancy,1,36,,338.7834,False,,Mn5.64 Ni6.36 B4 O20,28,,False,0,False
1543209,200,,,1,64,64,623.5287,True,C26 H30 N4 S4,H30 C26 S4 N4,16,0.9297,True,0,True
1543289,200,ordered,partial or mixed site occupancy,1,1168,,8891.0169,False,,K4 U4 Si16 H564 C268 S4 O88,92,,True,0,False
1543293,200,ordered,partial or mixed site occupancy,1,332,,2636.1086,False,,P8 H152 Ir4 C88 Cl4 O12,77,,True,0,False
1543295,200,,,1,108,108,1484.3721,True,C20 H16 Cr2 Cu N8 O7,Cr4 Cu2 H32 C40 N16 O14,29,0.9494,True,0,True
1543511,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,0,False
1544168,200,size_within_limit,268 sites > 150,1,268,,3170.4133,True,C30 H34 N0 O3,H136 C120 O12,8,0.82,True,0,False
1544295,200,,,1,112,112,1139.7671,True,C13 H10 N2 O3,H40 C52 N8 O12,8,0.8201,True,0,True
1544375,200,,,1,56,56,426.3391,True,Al H3 O3,Al8 H24 O24,13,0.7733,False,0,True
1544407,200,,,1,124,124,1260.9081,True,C27 H25 Br N2 O5 S2,H50 C54 S4 Br2 N4 O10,35,0.9493,True,0,True
1544418,200,ordered,partial or mixed site occupancy,1,96,,906.7381,False,,H42 C40 N4 Cl2 O4,17,,True,0,False
1544434,200,,,1,116,116,1019.667,True,C3 H12 B2 N6 O6,B8 H48 C12 N24 O24,8,0.8121,True,0,True
1544535,200,,,1,96,96,941.1473,True,H3 Ni0.5 O6.5 P V,V8 Ni4 P8 H24 O52,28,0.6552,False,0,True
1544608,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,36,,331.3155,True,Al2.01 F1.57 H0.43 O4.43 Si,Al8 Si4 O16 F8,14,,False,1,False
1544648,200,ordered,partial or mixed site occupancy,1,48,,439.3491,False,,Sb2 H24 C18,51,,True,0,False
1544778,200,,,1,82,82,793.1565,True,C16 H17 N O6 S,H34 C32 S2 N2 O12,16,0.9248,True,0,True
1544818,200,,,1,148,148,1397.9538,True,C16 H16 N2 O3,H64 C64 N8 O12,8,0.9317,True,0,True
1544973,200,ordered,partial or mixed site occupancy,1,524,,4103.5492,False,,Ga4 Si8 H216 C136 S4 N12 Cl4 O12 F12,31,,True,0,False
1545222,200,size_within_limit,236 sites > 150,1,236,,2388.778,True,C28 H26 N2 O2 S,H104 C112 S4 N8 O8,16,0.9293,True,0,False
1545225,200,size_within_limit,184 sites > 150,1,184,,1606.3639,True,C20 H23 N O2,H92 C80 N4 O8,8,0.9496,True,0,False
1545262,200,ordered,partial or mixed site occupancy,1,270,,2272.8564,False,,Fe2 B4 H66.72 C61.68 N48 F16,26,,True,1,False
1545295,200,size_within_limit,272 sites > 150,1,272,,2246.5083,True,C25 H36 O7,H144 C100 O28,8,0.82,True,0,False
1545343,200,ordered,partial or mixed site occupancy,1,224,,1906.5235,False,,Pr2 H88 Pt4 C48 S16 N2 O16,78,,True,0,False
1545374,200,size_within_limit,152 sites > 150,1,152,,1480.1523,True,C32 H30 B2 F4 N2 O4 S2,B4 H60 C64 S4 N4 O8 F8,16,0.9491,True,0,False
1545390,200,size_within_limit,154 sites > 150,1,154,,1281.6784,True,C28 H44 O5,H88 C56 O10,8,0.8195,True,0,False
1545499,200,,,1,94,94,901.2236,True,C18 H22 N4 O3,H44 C36 N8 O6,8,0.8594,True,0,True
1545512,200,size_within_limit,428 sites > 150,1,428,,4620.071,True,C46 H55 N4 P Ti,Ti4 P4 H220 C184 N16,22,,True,0,False
1545672,200,size_within_limit,520 sites > 150,1,520,,6017.8573,True,C66 H40 F12 N8 P2 Pd2,P8 H160 Pd8 C264 N32 F48,46,,True,0,False
1545677,200,size_within_limit,164 sites > 150,1,164,,1600.5329,True,C21 H18 O2,H72 C84 O8,8,0.9224,True,0,False
1545863,200,ordered,partial or mixed site occupancy,1,2008,,15596.6694,False,,Zn24 H528 C536 I48 N96 O72,53,,True,0,False
1545871,200,ordered,partial or mixed site occupancy,1,1760,,15399.5809,False,,Zn24 H465.248 C487.376 I48 N96 O47.064,53,,True,1,False
1546047,200,,,1,68,68,698.4707,True,C9 H6 O2,H24 C36 O8,8,1.0888,True,0,True
1546285,200,size_within_limit,248 sites > 150,1,248,,2219.1449,True,C25 H29 N O6 S,H116 C100 S4 N4 O24,16,0.9293,True,0,False
1546300,200,ordered,partial or mixed site occupancy,1,138,,984.1852,False,,H50 C42 S2 N2 O6,16,,True,0,False
1546406,200,size_within_limit,332 sites > 150,1,332,,3255.9792,True,C45 H38,H152 C180,6,0.9745,True,0,False
1546433,200,size_within_limit,152 sites > 150,1,152,,1556.8012,True,C17 H13 N O7,H52 C68 N4 O28,8,0.9497,True,1,False
1546489,200,size_within_limit,392 sites > 150,1,392,,4131.9801,True,C20 H16 N4 O9,H128 C160 N32 O72,8,0.8424,True,0,False
1546650,200,size_within_limit,184 sites > 150,1,184,,1819.5346,True,C23 H18 O5,H72 C92 O20,8,0.8206,True,0,False
1546821,200,size_within_limit,508 sites > 150,1,508,,4556.6472,True,C80 H154 Br6 Cu N8 O5,Cu2 H308 C160 Br12 N16 O10,35,,True,0,False
1546884,200,size_within_limit,311 sites > 150,1,311,,3358.8575,True,C156 H194 B4 Fe Ge4 N12,Fe1 Ge4 B4 H162 C128 N12,32,0.9486,True,1,False
1547208,200,ordered,partial or mixed site occupancy,1,212,,1907.4835,False,,Fe4 Co4 H100 C48 N48 O2,27,,True,0,False
1547481,200,ordered,partial or mixed site occupancy,1,680,,7102.8983,False,,Ca4 Mn12 H220 C272 S12 N24 O80 F36,25,,True,0,False
1547485,200,ordered,partial or mixed site occupancy,1,744,,8059.0875,False,,Sr4 Mn12 H260 C304 S8 N24 O76 F24,38,,True,0,False
1547745,200,size_within_limit,228 sites > 150,1,228,,2207.6112,True,C43 H54 F6 Fe N O8 P,Fe2 P2 H108 C86 N2 O16 F12,26,0.8892,True,0,False
1547808,200,,,1,116,116,1353.7814,True,C13 H9 Cl2 N3 O2,H36 C52 N12 Cl8 O8,17,0.8202,True,0,True
1547925,200,size_within_limit,176 sites > 150,1,176,,1658.6933,True,C21 H21 N O,H84 C84 N4 O4,8,0.8392,True,1,False
1547943,200,,,1,108,108,1088.0116,True,C24 H23 N O6,H46 C48 N2 O12,8,0.9494,True,1,True
1548397,200,ordered,partial or mixed site occupancy,1,4752,,101836.4409,False,,Co96 H1008 C1728 N288 O720,27,,True,1,False
1548707,200,ordered,partial or mixed site occupancy,1,356,,3335.2665,False,,Fe4 P8 H112 C104 N40 O4 F48,26,,True,0,False
1548806,200,,,1,3,3,76.9157,True,Se2 Sn,Sn1 Se2,50,2.6757,False,1,True
1549081,200,ordered,partial or mixed site occupancy,1,1456,,10871.9165,False,,Li8 B16 H664 C456 O32,8,,True,0,False
1549380,200,size_within_limit,512 sites > 150,1,512,,5078.2036,True,C28 H30 Cl2 N2 O Pd,H240 Pd8 C224 N16 Cl16 O8,46,,True,0,False
1550000,200,ordered,partial or mixed site occupancy,1,1608,,29929.9721,False,,Na48 Mn60 Co20 Mo192 P136 O1152,42,,False,1,False
1550036,200,ordered,partial or mixed site occupancy,1,1002,,5990.425,False,,Li4 Mn4 Co4 H380 C220 O40,27,,True,0,False
1550206,200,,,1,90,90,1144.8465,True,C10 H28 I4 N2 Pb,H56 Pb2 C20 I8 N4,82,0.8897,True,0,True
1550236,200,,,1,92,92,854.8103,True,C22 H23 N,H46 C44 N2,7,0.9496,True,1,True
1550359,200,size_within_limit,252 sites > 150,1,252,,2774.2074,True,C56 H56 Cl6 N8,H112 C112 N16 Cl12,17,0.9487,True,1,False
1550768,200,size_within_limit,208 sites > 150,1,208,,2272.4717,True,C30 H18 Br2 N2,H72 C120 Br8 N8,35,0.9299,True,0,False
1551273,200,,,1,92,92,899.8726,True,C14 H21 N5 O5 Zn,Zn2 H42 C28 N10 O10,30,0.86,True,0,True
1551634,200,ordered,partial or mixed site occupancy,1,244,,2252.5433,False,,Co8 H108 C72 N20 O24,27,,True,0,False
1551765,200,,,1,100,50,1296.6676,True,C7 H11 Cl4 N2 Sb,Sb4 H44 C28 N8 Cl16,51,0.8594,True,0,True
1551844,200,size_within_limit,372 sites > 150,1,372,,4003.0277,True,C49 H36 N8,H144 C196 N32,7,0.9294,True,0,False
1551904,200,ordered,partial or mixed site occupancy,1,212,,1293.6674,False,,Fe4 H40 C56 N16,26,,True,0,False
1551911,200,size_within_limit,536 sites > 150,1,536,,5160.8248,True,C28 H33 F3 Ir N O,H264 Ir8 C224 N8 O8 F24,77,,True,0,False
1552046,200,size_within_limit,460 sites > 150,1,460,,4482.6759,True,C51 H58 B Fe2 N S2,Fe8 B4 H232 C204 S8 N4,26,,True,0,False
1552093,200,ordered,partial or mixed site occupancy,1,316,,8113.05,False,,Zr4 Ti16 C192 O96.16,40,,True,0,False
1552189,200,ordered,partial or mixed site occupancy,1,3252,,24839.7806,False,,U24 Si144 H1728 C624 N96,92,,True,0,False
1552478,200,,,1,124,124,1731.9497,True,C12 H5 N O10 Os3,H20 Os12 C48 N4 O40,76,0.8796,True,0,True
1552820,200,size_within_limit,296 sites > 150,1,296,,3350.787,True,C33 H31 Cl5 N2 O2 Pd,H124 Pd4 C132 N8 Cl20 O8,46,0.9294,True,0,False
1552947,200,ordered,partial or mixed site occupancy,1,224,,1958.3078,False,,H94 C90 N8 O18,8,,True,0,False
1553437,200,ordered,partial or mixed site occupancy,1,292,,2864.3336,False,,H108 C152 N4 O14,8,,True,0,False
1553479,200,size_within_limit,252 sites > 150,1,252,,2648.0402,True,C28 H23 Cl N4 O7,H92 C112 N16 Cl4 O28,17,0.9494,True,0,False
1553593,200,size_within_limit,440 sites > 150,1,440,,4472.7033,True,C44 H58 N2 S2 Si4,Si16 H232 C176 S8 N8,16,,True,0,False
1553667,200,ordered,partial or mixed site occupancy,1,402,,4476.579,False,,H142.056 C162 N24 Cl36 O18,17,,True,2,False
1553718,200,size_within_limit,416 sites > 150,1,416,,4527.6538,True,C64 H36 Cl4,H144 C256 Cl16,17,,True,0,False
1553930,200,ordered,partial or mixed site occupancy,1,332,,2935.8286,False,,H116 C156 N12 O8,8,,True,0,False
1554199,200,,,1,102,102,1212.8522,True,C24 H12 Au2 F10 N2 O,H24 Au4 C48 N4 O2 F20,79,0.9467,True,0,True
1554233,200,,,1,36,36,368.498,True,C3 H3 N O2,H12 C12 N4 O8,8,0.8977,True,0,True
1554317,200,size_within_limit,192 sites > 150,1,192,,2072.8886,True,C23 H20 Br N O2 S,H80 C92 S4 Br4 N4 O8,35,0.7969,True,0,False
1554401,200,size_within_limit,460 sites > 150,1,460,,4717.3674,True,C61 H45 B F4 N2 O2,B4 H180 C244 N8 O8 F16,9,,True,1,False
1555214,200,ordered,partial or mixed site occupancy,1,1242,,13444.8987,False,,Zn8 H576 C536 N32 O40,30,,True,1,False
1555575,200,ordered,partial or mixed site occupancy,1,156,,1381.9649,False,,H60 C64 N8 F12,9,,True,0,False
1555605,200,ordered,partial or mixed site occupancy,1,1352,,13535.4135,False,,H472 C608 N120 Cl32 O24,17,,True,0,False
1555941,200,,,1,148,148,1234.9213,True,C15 H20 O2,H80 C60 O8,8,0.8361,True,0,True
1556262,200,size_within_limit,180 sites > 150,1,180,,1956.6912,True,C24 H14 F4 N2 S,H56 C96 S4 N8 F16,16,0.8604,True,0,False
1556329,200,ordered,partial or mixed site occupancy,1,636,,5851.2114,False,,V8 H256 C264 N16 Cl8 O30,23,,True,0,False
1556610,200,ordered,partial or mixed site occupancy,1,2900,,41453.9327,False,,Dy20 P80 H1200 C1440 Cl60 O80,66,,True,1,False
1556674,200,size_within_limit,226 sites > 150,1,226,,2574.2328,True,C42 H34 Cu2 F14 N8 O9 S4,Cu4 H68 C84 S8 N16 O18 F28,29,0.9491,True,0,False
1556813,200,size_within_limit,160 sites > 150,1,160,,1613.1897,True,C20 H14 Cl4,H64 C88 Cl8,17,0.9033,True,1,False
1556824,200,,,1,136,136,1344.2731,True,C20 H14,H56 C80,6,0.9669,True,0,True
1557003,200,parsed,ValueError: Invalid CIF file with no structures!,,,,,,,,,,,3,False
1557244,200,ordered,partial or mixed site occupancy,1,432,,5112.2687,False,,Mn6 H132 C150 N24 O24,25,,True,1,False
1557351,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,80,,1151.0045,True,C9 H11 N3 O8,C36 N12 O32,8,,True,1,False
1557421,200,ordered,partial or mixed site occupancy,1,96,,1922.8773,False,,Pt4 C67.2 S4.4 N8 Cl8,78,,True,1,False
1557509,200,ordered,partial or mixed site occupancy,1,932,,15000.8587,False,,Cu16 H248 C424 N8 O96,29,,True,0,False
1557554,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,208,,2877.7591,True,C13 H8 N4 O9,C104 N32 O72,8,,True,2,False
